D,V
1942.658,18.099
1942.961,47.564
1943.265,18.653
1943.568,18.218
1943.871,47.525
1944.175,18.812
1944.478,18.851
1944.782,47.485
1945.085,47.446
1945.388,19.525
1945.692,19.010
1945.995,47.604
1946.299,19.089
1946.602,47.564
1946.905,19.248
1947.209,19.248
1947.512,20.158
1947.816,19.921
1948.119,20.317
1948.422,21.426
1948.726,22.099
1949.029,30.970
1949.333,21.267
1949.636,21.465
1949.939,22.020
1950.243,47.644
1950.546,20.079
1950.850,21.149
1951.153,20.238
1951.456,47.406
1951.760,47.406
1952.063,19.842
1952.367,20.673
1952.670,47.248
1952.973,47.208
1953.277,20.317
1953.580,20.673
1953.883,20.000
1954.187,19.168
1954.490,47.050
1954.794,19.842
1955.097,47.050
1955.400,18.733
1955.704,19.168
1956.007,19.327
1956.311,19.881
1956.614,20.594
1956.917,20.950
1957.221,20.158
1957.524,46.891
1957.828,46.891
1958.131,46.851
1958.434,19.802
1958.738,19.366
1959.041,20.079
1959.345,18.970
1959.648,47.010
1959.951,19.089
1960.255,47.089
1960.558,19.881
1960.862,19.446
1961.165,47.050
1961.468,19.960
1961.772,47.010
1962.075,19.921
1962.379,20.198
1962.682,20.040
1962.985,20.198
1963.289,46.891
1963.592,46.931
1963.896,46.970
1964.199,20.158
1964.502,20.673
1964.806,19.802
1965.109,47.129
1965.413,47.129
1965.716,19.762
1966.019,19.604
1966.323,19.644
1966.626,19.762
1966.930,19.960
1967.233,46.931
1967.536,19.960
1967.840,46.891
1968.143,19.802
1968.447,19.366
1968.750,46.851
1969.053,19.010
1969.357,18.772
1969.660,18.455
1969.964,46.812
1970.267,18.297
1970.570,18.297
1970.874,18.337
1971.177,18.455
1971.481,46.812
1971.784,46.812
1972.087,19.960
1972.391,30.376
1972.694,19.802
1972.998,20.277
1973.301,20.752
1973.604,20.356
1973.908,20.594
1974.211,20.752
1974.515,21.307
1974.818,21.188
1975.121,21.188
1975.425,21.228
1975.728,21.505
1976.032,30.416
1976.335,46.891
1976.638,21.267
1976.942,46.891
1977.245,46.891
1977.549,46.851
1977.852,46.812
1978.155,21.030
1978.459,21.030
1978.762,20.950
1979.066,21.069
1979.369,20.634
1979.672,69.386
1979.976,20.832
1980.279,20.277
1980.583,19.921
1980.886,20.079
1981.189,19.683
1981.493,19.327
1981.796,19.802
1982.100,19.485
1982.403,18.772
1982.706,18.733
1983.010,18.614
1983.313,18.535
1983.617,18.812
1983.920,18.772
1984.223,19.604
1984.527,19.168
1984.830,19.604
1985.133,20.436
1985.437,30.851
1985.740,47.366
1986.044,19.881
1986.347,19.802
1986.650,19.802
1986.954,47.525
1987.257,19.802
1987.561,19.921
1987.864,19.960
1988.167,20.158
1988.471,20.792
1988.774,21.149
1989.078,21.149
1989.381,21.109
1989.684,20.475
1989.988,20.792
1990.291,20.475
1990.595,20.158
1990.898,47.921
1991.201,19.802
1991.505,19.604
1991.808,20.040
1992.112,19.485
1992.415,18.891
1992.718,18.851
1993.022,18.970
1993.325,18.653
1993.629,30.376
1993.932,19.089
1994.235,47.881
1994.539,19.010
1994.842,47.842
1995.146,19.485
1995.449,47.762
1995.752,19.604
1996.056,19.129
1996.359,47.604
1996.663,19.168
1996.966,18.733
1997.269,19.129
1997.573,47.406
1997.876,47.366
1998.180,30.931
1998.483,18.574
1998.786,18.653
1999.090,18.693
1999.393,19.089
1999.697,47.406
2000.000,47.366
